Core-ID,CDISC Rule ID,Error Message,Description,Standard Name,Standard Version,Scope,Executability,Status
CORE-000845,CG0531,RACE in DM equals 'MULTIPLE' but multiple races are not collected in SUPPDM.,Part B -  Raise an error when RACE in DM equals 'MULTIPLE' but no records are present in SUPPDM.,SDTMIG,"3.3, 3.4","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CORE-000575,"CG0219, SEND65, TIG0266, TIG0433",No timing variable is provided,There must be at least one timing variable for any of the domains based on the three general observation classes,"SDTMIG, SENDIG, SENDIG-DART, SENDIG-GENETOX, TIG","3.4, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.1, 1.2, 1.0","{""Classes"":{""Include"":[""FINDINGS"",""INTERVENTIONS"",""EVENTS""]},""Domains"":{""Exclude"":[""IE"",""SC""]},""Use_Case"":""NONCLIN, INDH""}",Partially Executable - Possible Underreporting,Published
CORE-000333,CG0215,"SVUPDES is not populated or does not exist, but the VISIT does not equal a VISIT present in TV",Raise an error when SVUPDES is null and SV.VISIT is not in TV.VISIT,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""SV""]}}",Partially Executable - Possible Overreporting,Published
CORE-000843,CG0214,"SVUPDES is populated, but the VISITNUM equals a VISITNUM present in TV","When SVUPDES is populated, then the VISITNUM should not be equal to a VISITNUM in TV",SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""SV""]}}",Fully Executable,Published
CORE-000842,CG0213,"SVUPDES is not populated or does not exist, but the VISITNUM does not equal a VISITNUM present in TV","When SVUPDES is not populated, then the VISITNUM should be equal to a VISITNUM in TV",SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""SV""]}}",Partially Executable - Possible Overreporting,Published
CORE-000544,CG0028,"'--SEQ is not a unique number per USUBJID per domain, nor a unique number per POOLID per domain, including when the domain is split into multiple files","Excluding TS.TSSEQ, raise an error when --SEQ is not a unique number per USUBJID per domain, or not a unique number per POOLID per domain, including when the domain is split into multiple files.",SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Exclude"":[""TS""]}}",Fully Executable,Published
CORE-000041,"CG0649, TIG0689, CG0459",TSVAL is not populated with an ISO 21090 null flavor or null flavor description but TSVALNF is populated.,Raise and error when TSVAL is not populated TSVAL is populated with values or synonyms of values in the ISO 21090 null flavor codelist (or other terms that can be represented as null flavors) but TSVALNF is completed.,"SDTMIG, TIG","3.4, 1.0, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000334,"CG0016, TIG0301, SEND13, TIG0065",At least one expected variable is missing from dataset,Raise an error when an expected variable is not present in the dataset.,"SDTMIG, TIG, SENDIG, SENDIG-GENETOX, SENDIG-DART","3.4, 3.3, 3.2, 1.0, 3.0, 3.1, 3.1.1, 1.1, 1.2","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD, NONCLIN""}",Fully Executable,Published
CORE-000787,CG0291,TSVAL is populated with an ISO 21090 null flavor or null flavor description.,Raise an error when TSVALNF is empty and TSVAL is populated with values or synonyms of values in the ISO 21090 null flavor codelist (or other terms that can be represented as null flavors),SDTMIG,"3.4, 3.3, 3.2","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000328,FB3202,The Study Day of Start of Observation (--STDY) is not present in the dataset when Start Date/Time of Observation (--STDTC) is present.,"Study Day of Start (--STDY) variable should be included into dataset, when Start Study Date/Time (--STDTC) variable is present.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART, SENDIG-GENETOX","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""INTERVENTIONS"",""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000786,"CG0430, TIG0584","IESCAT exists in a dataset, but IECAT does not exist.","Part B - Raise an error when IESCAT exists in a dataset, but IECAT does not exist.","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TI""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000785,"CG0429, TIG0583",IECAT should not be null when IESCAT is populated,"Part B - Raise an error when IESCAT is not empty, but IECAT is empty.","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TI""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000784,"CG0217, TIG0431",TAETORD values don't match between Subject Visits (SV) and Subject Elements (SE) datasets.,Raise an error when variable TAETORD values don't match between Subject Visits (SV) and Subject Elements (SE) datasets.,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""SV""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000783,"CG0314, SEND274, SEND274.1","SUPP--.QNAM is present in the dataset, but the value of SUPP--.QNAM equals a variable name defined in the corresponding SDTM version.","Raise an error when SUPP--.QNAM is present in dataset, but value of SUPP--.QNAM is equal to a variable name defined in the corresponding SDTM version.","SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART","3.4, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""RELATIONSHIP""]},""Domains"":{""Include"":[""SUPP--""]}}",Fully Executable,Published
CORE-000580,"CG0325, TIG0495","The combination of TESTRL, TEENRL, and TEDUR is not unique for each ETCD.","The combination of TESTRL, TEENRL, and TEDUR must be unique for each ETCD.","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000779,CG0376,TDSTOFF is not equal to zero or a positive value in ISO 8601 Duration format,TDSTOFF must be equal to 0 or a positive value in ISO 8601 Duration format,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TD""]}}",Fully Executable,Published
CORE-000043,"CG0648, TIG0688",TP dataset is present.,Raise an error when TP dataset is present.,"SDTMIG, TIG","3.4, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""TP""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000042,"CG0647, TIG0687",TT dataset is present.,Raise an error when TT dataset is present.,"SDTMIG, TIG","3.4, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""TT""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000104,"CG0430, TIG0584","'--SCAT exists in a dataset, but --CAT does not exist.","Part A - Raise an error when --SCAT exists in a dataset, but --CAT does not exist.","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000103,"CG0429, TIG0583",'--CAT should not be null when --SCAT is populated,"Part A - Raise an error when --SCAT is not empty, but --CAT is empty.","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000778,CG0650,"Associated Persons non-supplemental qualifier dataset associated with a split dataset does not have a dataset name with a length greater than 4 and less than, or equal to, 6.","When an Associated Persons non-supplemental qualifier dataset is associated with a split dataset, the dataset name length must be greater than 4 and less than, or equal to, 6.",SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""AP--""],""include_split_datasets"":true}}",Fully Executable,Published
CORE-000777,CG0502,TM dataset is missing when RELMIDS variable is present in any of the dataset.,Raise an error when variable RELMIDS is present in any of the dataset and TM dataset is missing in a study.,SDTMIG,"3.4, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000767,CG0603,"Parent record exists and --DECOD is not null, but FAOBJ is not equal to --DECOD.","When findings are collected, and the parent record exists and --DECOD is not null, FAOBJ should not be equal to --DECOD",SDTMIG,3.4,"{""Classes"":{""Exclude"":[""RELATIONSHIP""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000766,CG0601,"Related record is present in the parent domain dataset and ""Other, specify"" value was coded.","When findings are collected, and the Events parent record exists and --DECOD is null, FAOBJ should not be equal to --TERM",SDTMIG,3.4,"{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000765,FB2401,The submitted dataset is larger than 5 GB,The submitted dataset is larger than 5 GB,"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CDISC.SDTMIG.CG0437,CG0437,'--SOCCD is not a valid MedDRA primary system organ class code,Trigger error when --SOCCD is not a valid MedDRA primary system organ class code,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE"",""MH"",""CE""]}}",Fully Executable,Draft
CDISC.SDTMIG.CG0436,CG0436,'--SOC is not a valid MedDRA primary system organ class,Trigger error when --SOC is not a valid MedDRA primary system organ class,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE"",""MH"",""CE""]}}",Fully Executable,Draft
CORE-000763,"CG0232, TIG0441","'--STTPT is equal to the date of collection or assessment but --STRTPT is not in ('BEFORE', 'COINCIDENT',  'UNKNOWN').","Trigger error when --STRTPT is not in ('BEFORE', 'COINCIDENT', 'UNKNOWN')","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Partially Executable,Published
CDISC.SDTMIG.CG0386,CG0386,'--BDSYCD is not a valid MedDRA system organ class code,Trigger error when --BDSYCD is not a valid MedDRA system organ class code,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE"",""MH"",""CE""]}}",Fully Executable,Draft
CORE-000376,"CG0349, TIG0514",First 2 characters of prefixed variable within custom domain do not match the DOMAIN value.,Raise an error when the two first characters of a prefixed variable within a custom domain do not match the DOMAIN value.,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""FINDINGS"",""INTERVENTIONS"",""EVENTS""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000215,CG0539,More than 1 record exists per subject per EPOCH with DSCAT = 'DISPOSITION EVENT' and DSSCAT = 'STUDY TREATMENT'.,Trigger error when subject has more than one record per Epoch with DSCAT = 'DISPOSITION EVENT' and more than one record where DSSCAT = 'STUDY TREATMENT',SDTMIG,"3.4, 3.3","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""DS""]}}",Fully Executable,Published
CORE-000214,"CG0538, TIG0631",More than 1 record exists per subject per EPOCH with DSCAT = 'DISPOSITION EVENT' and DSSCAT = 'STUDY PARTICIPATION'.,Trigger error when subject has more than one record per Epoch with DSCAT = 'DISPOSITION EVENT' and more than one record where DSSCAT = 'STUDY PARTICIPATION',"SDTMIG, TIG","3.4, 3.3, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""DS""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000761,CG0289,TSVCDVER is not a valid published version (date),Trigger error when TSVCDREF = 'CDISC' and TSVCDVER is not a valid published version (date),SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000289,"CG0181, TIG0410",LBORRES is not a continuous measurement but LBORNRHI is not empty.,Raise an error when LBORRES is not a continuous measurement and LBORNRHI is not empty. The interpretation of the guidance is that LBORRES is populated (not null).,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""LB""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000298,"CG0182, TIG0411",LBORRES is not a continuous measurment but LBSTNRLO is not empty.,Raise an error when LBORRES is not a continuous measurement and LBSTNRLO is not empty. The interpretation of the guidance is that LBORRES is populated (not null).,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""LB""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000299,"CG0183, TIG0412",LBORRES is not a continuous measurement but LBSTNRHI is not empty.,Raise an error when LBORRES is not a continuous measurement and LBSTNRHI is not empty. The interpretation of the guidance is that LBORRES is populated (not null).,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""LB""]},""Use_Case"":""INDH""}",Fully Executable,Published
CDISC.SDTMIG.CG0312,CG0312,Custom domains use the reserved or modelled standard names.,Raise an error when custom domains use the reserved or modelled standard names,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
CORE-000290,"CG0180, TIG0409",LBORRES is not a continuous measurement but LBORNRLO is not empty.,Raise an error when LBORRES ^= continuous measurement and LBORNRLO is not empty. The interpretation of the guidance is that LBORRES is populated (not null).,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""LB""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000758,"CG0534, TIG0627","Milestone associated with RFSTDTC is start of treatment and ARMNRS is not null and different from 'UNPLANNED TREATMENT', but RFSTDTC is not empty.","Raise an error when milestone associated with RFSTDTC is start of treatment and ARMNRS is not null and different from 'UNPLANNED TREATMENT', but RFSTDTC is not null.","SDTMIG, TIG","3.3, 3.4, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]},""Use_Case"":""INDH""}",Partially Executable,Published
CORE-000553,"CG0222, TIG0436",'--ENDY is not properly calculated per study day algorithm,Study day must be calculated using the algorithm detailed in the SDTMIG.,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Exclude"":[""DM""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000552,"CG0220, TIG0434",'--STDY is not properly calculated per study day algorithm,Study day must be calculated using the algorithm detailed in the SDTMIG.,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Exclude"":[""DM""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000169,"CG0185, TIG0414",Verify that LBTOXGR value is not from a numeric scale,Raise a warning when LBTOXGR is not numeric,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""LB""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000173,"CG0414, TIG0569",ETCD is not equal to 'UNPLAN' and not equal to TE.ETCD,Raise an error when ETCD is not equal to 'UNPLAN' and not equal to TE.ETCD,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE"",""TRIAL DESIGN""]},""Domains"":{""Include"":[""SE"",""TA""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000136,"CG0201, TIG0422","IDVARVAL and USUBJID are not completed, but IDVAR equals Sequence Number.",Raise an error when IDVARVAL and USUBJID are empty and IDVAR = Sequence Number.,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""RELATIONSHIP""]},""Domains"":{""Include"":[""RELREC""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000744,"CG0174, TIG0403","Related record is present in the parent domain dataset but FAOBJ is not equal to the ""TERM"", ""TRT"" or ""DECOD"" of the parent domain.","Raise an error when a related record is present in the parent domain dataset but FAOBJ is not equal to the --TERM, --TRT or --DECOD of the parent domain.","SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""FINDINGS ABOUT""]},""Domains"":{""Include"":[""FA""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000198,"CG0340, TIG0505",'--SCAT is equal to --BODSYS.,Raise an error when --SCAT = --BODSYS.,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000197,"CG0339, TIG0504",'--CAT is equal to --BODSYS.,Raise an error when --CAT = --BODSYS.,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000143,"CG0246, SEND24, TIG0450, TIG0165",ETCD value is greater than 8,The length of ETCD should be no greater than 8,"SDTMIG, SENDIG, SENDIG-DART, SENDIG-GENETOX, TIG","3.4, 3.3, 3.2, 3.0, 3.1, 3.1.1, 1.1, 1.2, 1.0","{""Classes"":{""Include"":[""TRIAL DESIGN"",""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""TA"",""TE"",""SE""]},""Use_Case"":""INDH, NONCLIN""}",Fully Executable,Published
